Year,Name,Count,Rank
1985,MELISSA,100,105
1985,JULIE,89,106
1985,SARAH,84,107
1985,STEPHANIE,76,108
1985,AMY,74,109
1985,LAURA,68,110
1985,MARIE,61,111
1985,MÉLANIE,60,112
1985,MEGAN,52,113
1985,MELANIE,49,114
1985,CHRISTINE,44,115
1985,MICHELLE,43,116
1985,REBECCA,41,117
1985,NICOLE,40,118
1985,LINDSAY,39,119
1985,VANESSA,37,120
1986,JESSICA,134,121
1986,AMANDA,112,122
1986,SARAH,108,123
1986,ASHLEY,102,124
1986,JENNIFER,98,125
1986,MELISSA,88,126
1986,JULIE,73,127
1986,MARIE,68,128
1986,LAURA,59,129
1986,STEPHANIE,54,130
1986,NICOLE,52,131
1986,MEGAN,52,132
1986,MÉLANIE,51,133
1986,AMY,49,134
1986,BRITTANY,46,135
1986,MICHELLE,44,136
1986,REBECCA,43,137
1986,LISA,42,138
1986,CHRISTINE,39,139
1986,NATASHA,38,140
1987,JESSICA,174,141
1987,ASHLEY,134,142
1987,AMANDA,92,143
1987,SARAH,91,144
1987,JENNIFER,79,145
1987,MELISSA,77,146
1987,JULIE,65,147
1987,AMY,60,148
1987,NICOLE,50,149
1987,MEGAN,50,150
1987,STEPHANIE,50,151
1987,CHRISTINE,46,152
1987,LAURA,46,153
1987,MICHELLE,43,154
1987,SAMANTHA,43,155
1987,MARIE,42,156
1987,MÉLANIE,40,157
1987,DANIELLE,39,158
1987,VANESSA,38,159
1987,CHANTAL,35,160
1988,JESSICA,169,161
1988,AMANDA,117,162
1988,SARAH,97,163
1988,ASHLEY,91,164
1988,MELISSA,88,165
1988,JENNIFER,74,166
1988,STEPHANIE,60,167
1988,MARIE,57,168
1988,SAMANTHA,55,169
1988,JULIE,53,170
1988,VANESSA,48,171
1988,AMY,48,172
1988,NICOLE,47,173
1988,TIFFANY,44,174
1988,LAURA,43,175
1988,MEGAN,42,176
1988,REBECCA,42,177
1988,CHRISTINE,42,178
1988,MICHELLE,40,179
1988,KATELYN,39,180
1989,JESSICA,169,181
1989,SAMANTHA,115,182
1989,ASHLEY,105,183
1989,SARAH,102,184
1989,MELISSA,86,185
1989,AMANDA,82,186
1989,STEPHANIE,67,187
1989,BRITTANY,62,188
1989,JENNIFER,62,189
1989,MARIE,58,190
1989,JULIE,55,191
1989,EMILY,54,192
1989,LAURA,53,193
1989,MEGAN,51,194
1989,KAYLA,51,195
1989,VANESSA,50,196
1989,KATELYN,49,197
1989,TIFFANY,46,198
1989,NICOLE,45,199
1989,COURTNEY,43,200
1990,JESSICA,208,201
1990,SAMANTHA,108,202
1990,AMANDA,95,203
1990,SARAH,91,204
1990,ASHLEY,87,205
1990,KAYLA,75,206
1990,STEPHANIE,70,207
1990,BRITTANY,68,208
1990,VANESSA,61,209
1990,MELISSA,59,210
1990,EMILY,57,211
1990,REBECCA,56,212
1990,JENNIFER,52,213
1990,MARIE,49,214
1990,JULIE,46,215
1990,MEGAN,45,216
1990,LAURA,42,217
1990,KATELYN,41,218
1990,COURTNEY,37,219
1990,DANIELLE,36,220
1990,CHRISTINE,36,221
1991,JESSICA,176,222
1991,SAMANTHA,88,223
1991,ASHLEY,84,224
1991,SARAH,83,225
1991,STEPHANIE,71,226
1991,KAYLA,70,227
1991,EMILY,65,228
1991,AMANDA,61,229
1991,MELISSA,60,230
1991,BRITTANY,59,231
1991,JENNIFER,56,232
1991,VANESSA,53,233
1991,REBECCA,51,234
1991,MEGAN,50,235
1991,JULIE,45,236
1991,LAURA,44,237
1991,MARIE,44,238
1991,COURTNEY,43,239
1991,JENNA,42,240
1991,KELSEY,37,241
1992,JESSICA,170,242
1992,SAMANTHA,100,243
1992,ASHLEY,98,244
1992,SARAH,85,245
1992,STEPHANIE,70,246
1992,KAYLA,68,247
1992,BRITTANY,67,248
1992,MEGAN,66,249
1992,EMILY,60,250
1992,JULIE,53,251
1992,MELISSA,51,252
1992,REBECCA,49,253
1992,VANESSA,47,254
1992,JENNA,45,255
1992,LAURA,45,256
1992,KELSEY,44,257
1992,JENNIFER,44,258
1992,AMANDA,43,259
1992,COURTNEY,41,260
1992,MARIE,39,261
1993,JESSICA,132,262
1993,SAMANTHA,79,263
1993,SARAH,79,264
1993,EMILY,77,265
1993,ASHLEY,72,266
1993,BRITTANY,62,267
1993,REBECCA,58,268
1993,JULIE,50,269
1993,VANESSA,48,270
1993,KELSEY,48,271
1993,STEPHANIE,47,272
1993,JENNIFER,44,273
1993,AMANDA,42,274
1993,LAURA,41,275
1993,KAYLA,41,276
1993,MARIE,39,277
1993,JENNA,38,278
1993,DANIELLE,38,279
1993,MICHELLE,37,280
1993,MEGAN,37,281
1994,JESSICA,117,282
1994,SAMANTHA,94,283
1994,EMILY,78,284
1994,SARAH,65,285
1994,ASHLEY,64,286
1994,REBECCA,63,287
1994,KELSEY,60,288
1994,BRITTANY,55,289
1994,STEPHANIE,44,290
1994,KAYLA,43,291
1994,MELISSA,42,292
1994,MEGAN,41,293
1994,TAYLOR,40,294
1994,JENNIFER,40,295
1994,MORGAN,40,296
1994,MARIE,38,297
1994,JENNA,36,298
1994,AMANDA,35,299
1994,KATELYN,35,300
1994,VANESSA,34,301
1995,JESSICA,109,302
1995,ASHLEY,70,303
1995,SARAH,69,304
1995,MEGAN,60,305
1995,SAMANTHA,59,306
1995,EMILY,57,307
1995,BRITTANY,52,308
1995,KAYLA,44,309
1995,REBECCA,43,310
1995,COURTNEY,40,311
1995,AMANDA,36,312
1995,KELSEY,34,313
1995,VANESSA,34,314
1995,MELISSA,33,315
1995,TAYLOR,32,316
1995,MARIE,32,317
1995,LAURA,31,318
1995,AMY,31,319
1995,DANIELLE,31,320
1995,JENNIFER,29,321
1996,JESSICA,92,322
1996,EMILY,78,323
1996,SARAH,61,324
1996,COURTNEY,50,325
1996,SAMANTHA,50,326
1996,REBECCA,47,327
1996,ASHLEY,44,328
1996,MEGAN,43,329
1996,BRITTANY,38,330
1996,TAYLOR,37,331
1996,KRISTEN,32,332
1996,MADISON,31,333
1996,HANNAH,31,334
1996,EMMA,31,335
1996,KELSEY,30,336
1996,KAYLA,29,337
1996,VANESSA,28,338
1996,JULIE,28,339
1996,RACHEL,27,340
1996,LAURA,25,341
1997,JESSICA,74,342
1997,SARAH,72,343
1997,EMILY,71,344
1997,SAMANTHA,63,345
1997,MEGAN,44,346
1997,HANNAH,41,347
1997,ASHLEY,40,348
1997,REBECCA,39,349
1997,TAYLOR,39,350
1997,LAUREN,34,351
1997,EMMA,34,352
1997,GABRIELLE,33,353
1997,JENNA,30,354
1997,MACKENZIE,30,355
1997,RACHEL,28,356
1997,KAYLA,28,357
1997,DANIELLE,27,358
1997,MADISON,26,359
1997,ALYSSA,26,360
1997,MORGAN,26,361
1998,EMILY,84,362
1998,EMMA,65,363
1998,JESSICA,65,364
1998,SARAH,61,365
1998,MEGAN,55,366
1998,TAYLOR,46,367
1998,SAMANTHA,44,368
1998,HANNAH,40,369
1998,MADISON,36,370
1998,VANESSA,34,371
1998,BRITTANY,34,372
1998,MACKENZIE,31,373
1998,KAYLA,30,374
1998,ALEXANDRA,29,375
1998,EMILIE,29,376
1998,GABRIELLE,28,377
1998,OLIVIA,28,378
1998,LAUREN,28,379
1998,ALYSSA,27,380
1998,ASHLEY,27,381
1999,EMILY,83,382
1999,EMMA,62,383
1999,TAYLOR,58,384
1999,SARAH,56,385
1999,JESSICA,55,386
1999,HANNAH,49,387
1999,MEGAN,47,388
1999,MADISON,47,389
1999,SAMANTHA,38,390
1999,ALYSSA,37,391
1999,MACKENZIE,32,392
1999,ASHLEY,29,393
1999,LAUREN,26,394
1999,KAYLA,25,395
1999,OLIVIA,24,396
1999,ISABELLE,24,397
1999,JASMINE,23,398
1999,BRITTANY,23,399
1999,EMILIE,23,400
1999,MORGAN,23,401
2000,EMILY,88,402
2000,EMMA,77,403
2000,MADISON,67,404
2000,SARAH,65,405
2000,HANNAH,55,406
2000,OLIVIA,41,407
2000,TAYLOR,40,408
2000,ASHLEY,39,409
2000,JESSICA,39,410
2000,LAUREN,36,411
2000,MEGAN,36,412
2000,MACKENZIE,35,413
2000,JENNA,30,414
2000,SAMANTHA,29,415
2000,ABIGAIL,28,416
2000,KAYLA,28,417
2000,GABRIELLE,26,418
2000,SOPHIE,25,419
2000,KAITLYN,23,420
2000,RACHEL,22,421
2001,EMILY,68,422
2001,EMMA,60,423
2001,MADISON,59,424
2001,HANNAH,47,425
2001,JESSICA,46,426
2001,SARAH,41,427
2001,ABIGAIL,36,428
2001,GABRIELLE,35,429
2001,MEGAN,34,430
2001,ASHLEY,34,431
2001,GRACE,33,432
2001,TAYLOR,32,433
2001,REBECCA,32,434
2001,MACKENZIE,32,435
2001,OLIVIA,31,436
2001,CHLOE,30,437
2001,ALYSSA,30,438
2001,SAMANTHA,29,439
2001,KAYLA,27,440
2001,LAUREN,27,441
2002,EMMA,89,442
2002,EMILY,70,443
2002,MADISON,61,444
2002,HANNAH,48,445
2002,SARAH,37,446
2002,RACHEL,35,447
2002,ALYSSA,35,448
2002,OLIVIA,34,449
2002,TAYLOR,33,450
2002,ABIGAIL,33,451
2002,MEGAN,32,452
2002,CHLOE,32,453
2002,ASHLEY,30,454
2002,SOPHIE,29,455
2002,GABRIELLE,28,456
2002,CHLOÉ,27,457
2002,MACKENZIE,27,458
2002,REBECCA,27,459
2002,JESSICA,25,460
2002,ISABELLE,25,461
2003,EMMA,112,462
2003,MADISON,66,463
2003,EMILY,61,464
2003,ABIGAIL,48,465
2003,SARAH,45,466
2003,OLIVIA,44,467
2003,HANNAH,44,468
2003,TAYLOR,40,469
2003,JENNA,39,470
2003,GRACE,35,471
2003,CHLOÉ,31,472
2003,PAIGE,30,473
2003,JESSICA,29,474
2003,SOPHIE,28,475
2003,CHLOE,28,476
2003,HAILEY,27,477
2003,JASMINE,26,478
2003,MEGAN,26,479
2003,MACKENZIE,24,480
2003,BRIANNA,24,481
2004,EMMA,96,482
2004,EMILY,59,483
2004,HANNAH,46,484
2004,SARAH,46,485
2004,MADISON,45,486
2004,OLIVIA,35,487
2004,CHLOE,34,488
2004,ABIGAIL,32,489
2004,GABRIELLE,30,490
2004,LAUREN,30,491
2004,JESSICA,27,492
2004,AUDREY,27,493
2004,JASMINE,26,494
2004,GRACE,26,495
2004,HAILEY,26,496
2004,KAYLA,26,497
2004,TAYLOR,25,498
2004,MACKENZIE,24,499
2004,JENNA,24,500
2004,ISABELLE,24,501
2005,EMMA,96,502
2005,EMILY,60,503
2005,MADISON,51,504
2005,OLIVIA,42,505
2005,SARAH,41,506
2005,HANNAH,36,507
2005,ABIGAIL,34,508
2005,CHLOE,33,509
2005,GRACE,30,510
2005,AUDREY,29,511
2005,SOPHIE,26,512
2005,LAUREN,26,513
2005,HAILEY,25,514
2005,JESSICA,25,515
2005,TAYLOR,24,516
2005,GABRIELLE,24,517
2005,AVA,24,518
2005,ASHLEY,23,519
2005,MACKENZIE,23,520
2005,ELLA,22,521
2006,EMMA,68,522
2006,OLIVIA,60,523
2006,MADISON,44,524
2006,EMILY,42,525
2006,HANNAH,40,526
2006,ABIGAIL,39,527
2006,AUDREY,33,528
2006,AVA,33,529
2006,LAUREN,32,530
2006,LILY,31,531
2006,SARAH,31,532
2006,ISABELLE,31,533
2006,BROOKE,28,534
2006,ELLA,28,535
2006,CHLOE,26,536
2006,GRACE,25,537
2006,HAILEY,24,538
2006,ALYSSA,23,539
2006,ISABELLA,22,540
2006,GABRIELLE,22,541
2007,EMMA,69,542
2007,MADISON,58,543
2007,OLIVIA,55,544
2007,ABIGAIL,41,545
2007,AVA,39,546
2007,EMILY,37,547
2007,GABRIELLE,35,548
2007,SOPHIE,33,549
2007,ALYSSA,31,550
2007,SARAH,29,551
2007,JASMINE,28,552
2007,ELLA,28,553
2007,ISABELLE,28,554
2007,BROOKLYN,27,555
2007,HANNAH,26,556
2007,BRIANNA,24,557
2007,CHLOE,24,558
2007,GRACE,23,559
2007,TAYLOR,22,560
2007,ADDISON,21,561
2008,EMMA,66,562
2008,MADISON,47,563
2008,OLIVIA,47,564
2008,SOPHIE,39,565
2008,EMILY,36,566
2008,AVA,35,567
2008,HAILEY,34,568
2008,CHLOE,33,569
2008,LILY,33,570
2008,ABIGAIL,33,571
2008,HANNAH,33,572
2008,CHLOÉ,28,573
2008,BROOKE,28,574
2008,CLAIRE,27,575
2008,ISABELLE,26,576
2008,GABRIELLE,25,577
2008,ALEXIS,25,578
2008,AUDREY,24,579
2008,ANNA,24,580
2008,BROOKLYN,24,581
2009,EMMA,63,582
2009,OLIVIA,53,583
2009,MADISON,48,584
2009,ALEXIS,47,585
2009,SOPHIE,41,586
2009,LILY,40,587
2009,AVA,39,588
2009,ABIGAIL,37,589
2009,EMILY,32,590
2009,CHLOE,30,591
2009,HANNAH,29,592
2009,AUDREY,28,593
2009,GRACE,28,594
2009,ISABELLE,27,595
2009,MYA,26,596
2009,LEAH,25,597
2009,CLAIRE,24,598
2009,SARAH,24,599
2009,ELLA,24,600
2009,ISABELLA,24,601
2010,EMMA,55,602
2010,AVA,53,603
2010,SOPHIE,52,604
2010,OLIVIA,49,605
2010,CHLOE,37,606
2010,EMILY,37,607
2010,SOPHIA,36,608
2010,ELLA,36,609
2010,ABIGAIL,36,610
2010,ISABELLA,35,611
2010,LILY,32,612
2010,MADISON,31,613
2010,ISABELLE,27,614
2010,MIA,26,615
2010,LEAH,25,616
2010,BROOKLYN,25,617
2010,ZOÉ,24,618
2010,GRACE,23,619
2010,MYA,23,620
2010,LAUREN,22,621
2010,CLAIRE,22,622
2011,EMMA,63,623
2011,OLIVIA,54,624
2011,AVA,41,625
2011,CHLOE,36,626
2011,SOPHIA,34,627
2011,EMILY,33,628
2011,SOPHIE,32,629
2011,ABIGAIL,30,630
2011,LILY,28,631
2011,ELLA,27,632
2011,CHARLOTTE,26,633
2011,MADISON,25,634
2011,GRACE,25,635
2011,HAILEY,25,636
2011,ADDISON,24,637
2011,ALEXIS,24,638
2011,LEAH,24,639
2011,AUDREY,23,640
2011,JASMINE,22,641
2011,CLAIRE,22,642
2012,OLIVIA,52,643
2012,EMMA,50,644
2012,SOPHIA,44,645
2012,LILY,41,646
2012,ABIGAIL,32,647
2012,SOPHIE,32,648
2012,AVA,31,649
2012,CHLOE,29,650
2012,MIA,26,651
2012,CLAIRE,25,652
2012,ALEXIS,25,653
2012,MADISON,24,654
2012,CHARLOTTE,24,655
2012,ISABELLA,24,656
2012,HANNAH,24,657
2012,EMILY,24,658
2012,BROOKLYN,22,659
2012,AUDREY,21,660
2012,ZOEY,20,661
2012,ELLA,19,662
2012,ANNABELLE,19,663
2013,OLIVIA,62,664
2013,EMMA,54,665
2013,CHARLOTTE,33,666
2013,SOPHIE,33,667
2013,SOPHIA,30,668
2013,ABIGAIL,30,669
2013,SADIE,28,670
2013,MIA,28,671
2013,EMILY,28,672
2013,ELLA,27,673
2013,LILY,27,674
2013,AVA,25,675
2013,MADISON,24,676
2013,GRACE,23,677
2013,ELLIE,22,678
2013,CHLOE,22,679
2013,AVERY,22,680
2013,ADDISON,22,681
2013,BROOKLYN,20,682
2013,ISABELLA,20,683
2014,OLIVIA,58,684
2014,EMMA,58,685
2014,AVA,31,686
2014,MADISON,30,687
2014,CHARLOTTE,30,688
2014,LILY,29,689
2014,MIA,28,690
2014,SADIE,27,691
2014,AUDREY,27,692
2014,ELLA,25,693
2014,GRACE,24,694
2014,EMILY,23,695
2014,SOPHIE,23,696
2014,AVERY,22,697
2014,SOPHIA,22,698
2014,ANNABELLE,21,699
2014,CHLOE,21,700
2014,EVELYN,21,701
2014,ABIGAIL,19,702
2014,ISABELLE,19,703
2015,EMMA,52,704
2015,OLIVIA,50,705
2015,EMILY,33,706
2015,CHARLOTTE,28,707
2015,MIA,26,708
2015,SOPHIA,26,709
2015,ISABELLA,24,710
2015,SADIE,23,711
2015,GRACE,22,712
2015,MADISON,21,713
2015,AVA,21,714
2015,JADE,20,715
2015,ELLA,20,716
2015,AVERY,19,717
2015,ELLIE,19,718
2015,ARIA,19,719
2015,AMELIA,19,720
2015,LEAH,18,721
2015,AUDREY,17,722
2015,SOPHIE,17,723
2016,EMMA,55,724
2016,OLIVIA,52,725
2016,CHARLOTTE,38,726
2016,SOPHIA,36,727
2016,ELLIE,29,728
2016,LILY,26,729
2016,MIA,26,730
2016,ANNA,24,731
2016,AUDREY,24,732
2016,GRACE,23,733
2016,AMELIA,22,734
2016,HAILEY,22,735
2016,MADISON,22,736
2016,ABIGAIL,22,737
2016,EVELYN,22,738
2016,AVA,21,739
2016,ANNABELLE,21,740
2016,ZOEY,20,741
2016,SOPHIE,19,742
2016,PEYTON,18,743
2017,EMMA,53,744
2017,OLIVIA,44,745
2017,AMELIA,33,746
2017,CHARLOTTE,30,747
2017,SOPHIA,29,748
2017,MADISON,25,749
2017,ELLA,25,750
2017,ELIZABETH,22,751
2017,SCARLETT,21,752
2017,AVA,20,753
2017,AUDREY,20,754
2017,WILLOW,19,755
2017,ADDISON,19,756
2017,LILY,18,757
2017,GRACE,18,758
2017,ISABELLE,17,759
2017,ELLIE,17,760
2017,CLAIRE,17,761
2017,ABIGAIL,17,762
2017,ALEXA,17,763
2018,OLIVIA,50,764
2018,EMMA,49,765
2018,CHARLOTTE,35,766
2018,AMELIA,29,767
2018,EVERLY,24,768
2018,AVERY,24,769
2018,ABIGAIL,23,770
2018,AVA,22,771
2018,SOPHIA,21,772
2018,JADE,20,773
2018,AUDREY,19,774
2018,MILA,19,775
2018,ELLIE,19,776
2018,ZOÉ,19,777
2018,LILY,18,778
2018,EMILY,18,779
2018,ISABELLA,18,780
2018,EVELYN,18,781
2018,CHLOE,17,782
2018,VIOLET,17,783
